date,method,agent,value
2022-07-11,pagerank,ContrarianAgent,0.05412753434087156
2022-07-11,pagerank,SocialGraphAgent,0.17783553593936166
2022-07-18,pagerank,MomentumAgent,0.04992867679919748
2022-07-18,pagerank,MeanReversionAgent,0.04993166357002923
2022-07-18,pagerank,LowVolatilityAgent,0.05003400235112651
2022-07-18,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-07-18,pagerank,RandomAgent,0.04993166357002923
2022-07-18,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-07-18,pagerank,DynamicTeamAgent,0.1777090401340045
2022-07-18,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-07-18,pagerank,PersuaderAgent,0.05412753434087156
2022-07-18,pagerank,FreeRiderAgent,0.05412753434087156
2022-07-18,pagerank,ContrarianAgent,0.05412753434087156
2022-07-18,pagerank,SocialGraphAgent,0.17783553593936166
2022-07-25,pagerank,MomentumAgent,0.04992867679919748
2022-07-25,pagerank,MeanReversionAgent,0.04993166357002923
2022-07-25,pagerank,LowVolatilityAgent,0.05003400235112651
2022-07-25,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-07-25,pagerank,RandomAgent,0.04993166357002923
2022-07-25,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-07-25,pagerank,DynamicTeamAgent,0.1777090401340045
2022-07-25,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-07-25,pagerank,PersuaderAgent,0.05412753434087156
2022-07-25,pagerank,FreeRiderAgent,0.05412753434087156
2022-07-25,pagerank,ContrarianAgent,0.05412753434087156
2022-07-25,pagerank,SocialGraphAgent,0.17783553593936166
2022-08-01,pagerank,MomentumAgent,0.04992867679919748
2022-08-01,pagerank,MeanReversionAgent,0.04993166357002923
2022-08-01,pagerank,LowVolatilityAgent,0.05003400235112651
2022-08-01,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-08-01,pagerank,RandomAgent,0.04993166357002923
2022-08-01,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-08-01,pagerank,DynamicTeamAgent,0.1777090401340045
2022-08-01,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-08-01,pagerank,PersuaderAgent,0.05412753434087156
2022-08-01,pagerank,FreeRiderAgent,0.05412753434087156
2022-08-01,pagerank,ContrarianAgent,0.05412753434087156
2022-08-01,pagerank,SocialGraphAgent,0.17783553593936166
2022-08-08,pagerank,MomentumAgent,0.04992867679919748
2022-08-08,pagerank,MeanReversionAgent,0.04993166357002923
2022-08-08,pagerank,LowVolatilityAgent,0.05003400235112651
2022-08-08,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-08-08,pagerank,RandomAgent,0.04993166357002923
2022-08-08,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-08-08,pagerank,DynamicTeamAgent,0.1777090401340045
2022-08-08,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-08-08,pagerank,PersuaderAgent,0.05412753434087156
2022-08-08,pagerank,FreeRiderAgent,0.05412753434087156
2022-08-08,pagerank,ContrarianAgent,0.05412753434087156
2022-08-08,pagerank,SocialGraphAgent,0.17783553593936166
2022-08-15,pagerank,MomentumAgent,0.04992867679919748
2022-08-15,pagerank,MeanReversionAgent,0.04993166357002923
2022-08-15,pagerank,LowVolatilityAgent,0.05003400235112651
2022-08-15,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-08-15,pagerank,RandomAgent,0.04993166357002923
2022-08-15,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-08-15,pagerank,DynamicTeamAgent,0.1777090401340045
2022-08-15,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-08-15,pagerank,PersuaderAgent,0.05412753434087156
2022-08-15,pagerank,FreeRiderAgent,0.05412753434087156
2022-08-15,pagerank,ContrarianAgent,0.05412753434087156
2022-08-15,pagerank,SocialGraphAgent,0.17783553593936166
2022-08-22,pagerank,MomentumAgent,0.04992867679919748
2022-08-22,pagerank,MeanReversionAgent,0.04993166357002923
2022-08-22,pagerank,LowVolatilityAgent,0.05003400235112651
2022-08-22,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-08-22,pagerank,RandomAgent,0.04993166357002923
2022-08-22,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-08-22,pagerank,DynamicTeamAgent,0.1777090401340045
2022-08-22,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-08-22,pagerank,PersuaderAgent,0.05412753434087156
2022-08-22,pagerank,FreeRiderAgent,0.05412753434087156
2022-08-22,pagerank,ContrarianAgent,0.05412753434087156
2022-08-22,pagerank,SocialGraphAgent,0.17783553593936166
2022-08-29,pagerank,MomentumAgent,0.04992867679919748
2022-08-29,pagerank,MeanReversionAgent,0.04993166357002923
2022-08-29,pagerank,LowVolatilityAgent,0.05003400235112651
2022-08-29,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-08-29,pagerank,RandomAgent,0.04993166357002923
2022-08-29,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-08-29,pagerank,DynamicTeamAgent,0.1777090401340045
2022-08-29,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-08-29,pagerank,PersuaderAgent,0.05412753434087156
2022-08-29,pagerank,FreeRiderAgent,0.05412753434087156
2022-08-29,pagerank,ContrarianAgent,0.05412753434087156
2022-08-29,pagerank,SocialGraphAgent,0.17783553593936166
2022-09-05,pagerank,MomentumAgent,0.04992867679919748
2022-09-05,pagerank,MeanReversionAgent,0.04993166357002923
2022-09-05,pagerank,LowVolatilityAgent,0.05003400235112651
2022-09-05,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-09-05,pagerank,RandomAgent,0.04993166357002923
2022-09-05,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-09-05,pagerank,DynamicTeamAgent,0.1777090401340045
2022-09-05,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-09-05,pagerank,PersuaderAgent,0.05412753434087156
2022-09-05,pagerank,FreeRiderAgent,0.05412753434087156
2022-09-05,pagerank,ContrarianAgent,0.05412753434087156
2022-09-05,pagerank,SocialGraphAgent,0.17783553593936166
2022-09-12,pagerank,MomentumAgent,0.04992867679919748
2022-09-12,pagerank,MeanReversionAgent,0.04993166357002923
2022-09-12,pagerank,LowVolatilityAgent,0.05003400235112651
2022-09-12,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-09-12,pagerank,RandomAgent,0.04993166357002923
2022-09-12,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-09-12,pagerank,DynamicTeamAgent,0.1777090401340045
2022-09-12,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-09-12,pagerank,PersuaderAgent,0.05412753434087156
2022-09-12,pagerank,FreeRiderAgent,0.05412753434087156
2022-09-12,pagerank,ContrarianAgent,0.05412753434087156
2022-09-12,pagerank,SocialGraphAgent,0.17783553593936166
2022-09-19,pagerank,MomentumAgent,0.04992867679919748
2022-09-19,pagerank,MeanReversionAgent,0.04993166357002923
2022-09-19,pagerank,LowVolatilityAgent,0.05003400235112651
2022-09-19,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-09-19,pagerank,RandomAgent,0.04993166357002923
2022-09-19,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-09-19,pagerank,DynamicTeamAgent,0.1777090401340045
2022-09-19,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-09-19,pagerank,PersuaderAgent,0.05412753434087156
2022-09-19,pagerank,FreeRiderAgent,0.05412753434087156
2022-09-19,pagerank,ContrarianAgent,0.05412753434087156
2022-09-19,pagerank,SocialGraphAgent,0.17783553593936166
2022-09-26,pagerank,MomentumAgent,0.04992867679919748
2022-09-26,pagerank,MeanReversionAgent,0.04993166357002923
2022-09-26,pagerank,LowVolatilityAgent,0.05003400235112651
2022-09-26,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-09-26,pagerank,RandomAgent,0.04993166357002923
2022-09-26,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-09-26,pagerank,DynamicTeamAgent,0.1777090401340045
2022-09-26,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-09-26,pagerank,PersuaderAgent,0.05412753434087156
2022-09-26,pagerank,FreeRiderAgent,0.05412753434087156
2022-09-26,pagerank,ContrarianAgent,0.05412753434087156
2022-09-26,pagerank,SocialGraphAgent,0.17783553593936166
2022-10-03,pagerank,MomentumAgent,0.04992867679919748
2022-10-03,pagerank,MeanReversionAgent,0.04993166357002923
2022-10-03,pagerank,LowVolatilityAgent,0.05003400235112651
2022-10-03,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-10-03,pagerank,RandomAgent,0.04993166357002923
2022-10-03,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-10-03,pagerank,DynamicTeamAgent,0.1777090401340045
2022-10-03,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-10-03,pagerank,PersuaderAgent,0.05412753434087156
2022-10-03,pagerank,FreeRiderAgent,0.05412753434087156
2022-10-03,pagerank,ContrarianAgent,0.05412753434087156
2022-10-03,pagerank,SocialGraphAgent,0.17783553593936166
2022-10-10,pagerank,MomentumAgent,0.04992867679919748
2022-10-10,pagerank,MeanReversionAgent,0.04993166357002923
2022-10-10,pagerank,LowVolatilityAgent,0.05003400235112651
2022-10-10,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-10-10,pagerank,RandomAgent,0.04993166357002923
2022-10-10,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-10-10,pagerank,DynamicTeamAgent,0.1777090401340045
2022-10-10,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-10-10,pagerank,PersuaderAgent,0.05412753434087156
2022-10-10,pagerank,FreeRiderAgent,0.05412753434087156
2022-10-10,pagerank,ContrarianAgent,0.05412753434087156
2022-10-10,pagerank,SocialGraphAgent,0.17783553593936166
2022-10-17,pagerank,MomentumAgent,0.04992867679919748
2022-10-17,pagerank,MeanReversionAgent,0.04993166357002923
2022-10-17,pagerank,LowVolatilityAgent,0.05003400235112651
2022-10-17,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-10-17,pagerank,RandomAgent,0.04993166357002923
2022-10-17,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-10-17,pagerank,DynamicTeamAgent,0.1777090401340045
2022-10-17,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-10-17,pagerank,PersuaderAgent,0.05412753434087156
2022-10-17,pagerank,FreeRiderAgent,0.05412753434087156
2022-10-17,pagerank,ContrarianAgent,0.05412753434087156
2022-10-17,pagerank,SocialGraphAgent,0.17783553593936166
2022-10-24,pagerank,MomentumAgent,0.04992867679919748
2022-10-24,pagerank,MeanReversionAgent,0.04993166357002923
2022-10-24,pagerank,LowVolatilityAgent,0.05003400235112651
2022-10-24,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-10-24,pagerank,RandomAgent,0.04993166357002923
2022-10-24,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-10-24,pagerank,DynamicTeamAgent,0.1777090401340045
2022-10-24,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-10-24,pagerank,PersuaderAgent,0.05412753434087156
2022-10-24,pagerank,FreeRiderAgent,0.05412753434087156
2022-10-24,pagerank,ContrarianAgent,0.05412753434087156
2022-10-24,pagerank,SocialGraphAgent,0.17783553593936166
2022-10-31,pagerank,MomentumAgent,0.04992867679919748
2022-10-31,pagerank,MeanReversionAgent,0.04993166357002923
2022-10-31,pagerank,LowVolatilityAgent,0.05003400235112651
2022-10-31,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-10-31,pagerank,RandomAgent,0.04993166357002923
2022-10-31,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-10-31,pagerank,DynamicTeamAgent,0.1777090401340045
2022-10-31,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-10-31,pagerank,PersuaderAgent,0.05412753434087156
2022-10-31,pagerank,FreeRiderAgent,0.05412753434087156
2022-10-31,pagerank,ContrarianAgent,0.05412753434087156
2022-10-31,pagerank,SocialGraphAgent,0.17783553593936166
2022-11-07,pagerank,MomentumAgent,0.04992867679919748
2022-11-07,pagerank,MeanReversionAgent,0.04993166357002923
2022-11-07,pagerank,LowVolatilityAgent,0.05003400235112651
2022-11-07,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-11-07,pagerank,RandomAgent,0.04993166357002923
2022-11-07,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-11-07,pagerank,DynamicTeamAgent,0.1777090401340045
2022-11-07,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-11-07,pagerank,PersuaderAgent,0.05412753434087156
2022-11-07,pagerank,FreeRiderAgent,0.05412753434087156
2022-11-07,pagerank,ContrarianAgent,0.05412753434087156
2022-11-07,pagerank,SocialGraphAgent,0.17783553593936166
2022-11-14,pagerank,MomentumAgent,0.04992867679919748
2022-11-14,pagerank,MeanReversionAgent,0.04993166357002923
2022-11-14,pagerank,LowVolatilityAgent,0.05003400235112651
2022-11-14,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-11-14,pagerank,RandomAgent,0.04993166357002923
2022-11-14,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-11-14,pagerank,DynamicTeamAgent,0.1777090401340045
2022-11-14,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-11-14,pagerank,PersuaderAgent,0.05412753434087156
2022-11-14,pagerank,FreeRiderAgent,0.05412753434087156
2022-11-14,pagerank,ContrarianAgent,0.05412753434087156
2022-11-14,pagerank,SocialGraphAgent,0.17783553593936166
2022-11-21,pagerank,MomentumAgent,0.04992867679919748
2022-11-21,pagerank,MeanReversionAgent,0.04993166357002923
2022-11-21,pagerank,LowVolatilityAgent,0.05003400235112651
2022-11-21,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-11-21,pagerank,RandomAgent,0.04993166357002923
2022-11-21,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-11-21,pagerank,DynamicTeamAgent,0.1777090401340045
2022-11-21,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-11-21,pagerank,PersuaderAgent,0.05412753434087156
2022-11-21,pagerank,FreeRiderAgent,0.05412753434087156
2022-11-21,pagerank,ContrarianAgent,0.05412753434087156
2022-11-21,pagerank,SocialGraphAgent,0.17783553593936166
2022-11-28,pagerank,MomentumAgent,0.04992867679919748
2022-11-28,pagerank,MeanReversionAgent,0.04993166357002923
2022-11-28,pagerank,LowVolatilityAgent,0.05003400235112651
2022-11-28,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-11-28,pagerank,RandomAgent,0.04993166357002923
2022-11-28,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-11-28,pagerank,DynamicTeamAgent,0.1777090401340045
2022-11-28,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-11-28,pagerank,PersuaderAgent,0.05412753434087156
2022-11-28,pagerank,FreeRiderAgent,0.05412753434087156
2022-11-28,pagerank,ContrarianAgent,0.05412753434087156
2022-11-28,pagerank,SocialGraphAgent,0.17783553593936166
2022-12-05,pagerank,MomentumAgent,0.04992867679919748
2022-12-05,pagerank,MeanReversionAgent,0.04993166357002923
2022-12-05,pagerank,LowVolatilityAgent,0.05003400235112651
2022-12-05,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-12-05,pagerank,RandomAgent,0.04993166357002923
2022-12-05,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-12-05,pagerank,DynamicTeamAgent,0.1777090401340045
2022-12-05,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-12-05,pagerank,PersuaderAgent,0.05412753434087156
2022-12-05,pagerank,FreeRiderAgent,0.05412753434087156
2022-12-05,pagerank,ContrarianAgent,0.05412753434087156
2022-12-05,pagerank,SocialGraphAgent,0.17783553593936166
2022-12-12,pagerank,MomentumAgent,0.04992867679919748
2022-12-12,pagerank,MeanReversionAgent,0.04993166357002923
2022-12-12,pagerank,LowVolatilityAgent,0.05003400235112651
2022-12-12,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-12-12,pagerank,RandomAgent,0.04993166357002923
2022-12-12,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-12-12,pagerank,DynamicTeamAgent,0.1777090401340045
2022-12-12,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-12-12,pagerank,PersuaderAgent,0.05412753434087156
2022-12-12,pagerank,FreeRiderAgent,0.05412753434087156
2022-12-12,pagerank,ContrarianAgent,0.05412753434087156
2022-12-12,pagerank,SocialGraphAgent,0.17783553593936166
2022-12-19,pagerank,MomentumAgent,0.04992867679919748
2022-12-19,pagerank,MeanReversionAgent,0.04993166357002923
2022-12-19,pagerank,LowVolatilityAgent,0.05003400235112651
2022-12-19,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-12-19,pagerank,RandomAgent,0.04993166357002923
2022-12-19,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-12-19,pagerank,DynamicTeamAgent,0.1777090401340045
2022-12-19,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-12-19,pagerank,PersuaderAgent,0.05412753434087156
2022-12-19,pagerank,FreeRiderAgent,0.05412753434087156
2022-12-19,pagerank,ContrarianAgent,0.05412753434087156
2022-12-19,pagerank,SocialGraphAgent,0.17783553593936166
2022-12-26,pagerank,MomentumAgent,0.04992867679919748
2022-12-26,pagerank,MeanReversionAgent,0.04993166357002923
2022-12-26,pagerank,LowVolatilityAgent,0.05003400235112651
2022-12-26,pagerank,DrawdownBuyerAgent,0.04992867679919748
2022-12-26,pagerank,RandomAgent,0.04993166357002923
2022-12-26,pagerank,CommitteeTeamAgent,0.17819060347356747
2022-12-26,pagerank,DynamicTeamAgent,0.1777090401340045
2022-12-26,pagerank,TruthfulReporterAgent,0.05412753434087156
2022-12-26,pagerank,PersuaderAgent,0.05412753434087156
2022-12-26,pagerank,FreeRiderAgent,0.05412753434087156
2022-12-26,pagerank,ContrarianAgent,0.05412753434087156
2022-12-26,pagerank,SocialGraphAgent,0.17783553593936166
2023-01-02,pagerank,MomentumAgent,0.04992867679919748
2023-01-02,pagerank,MeanReversionAgent,0.04993166357002923
2023-01-02,pagerank,LowVolatilityAgent,0.05003400235112651
2023-01-02,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-01-02,pagerank,RandomAgent,0.04993166357002923
2023-01-02,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-01-02,pagerank,DynamicTeamAgent,0.1777090401340045
2023-01-02,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-01-02,pagerank,PersuaderAgent,0.05412753434087156
2023-01-02,pagerank,FreeRiderAgent,0.05412753434087156
2023-01-02,pagerank,ContrarianAgent,0.05412753434087156
2023-01-02,pagerank,SocialGraphAgent,0.17783553593936166
2023-01-09,pagerank,MomentumAgent,0.04992867679919748
2023-01-09,pagerank,MeanReversionAgent,0.04993166357002923
2023-01-09,pagerank,LowVolatilityAgent,0.05003400235112651
2023-01-09,pagerank,DrawdownBuyerAgent,0.04992867679919748
2023-01-09,pagerank,RandomAgent,0.04993166357002923
2023-01-09,pagerank,CommitteeTeamAgent,0.17819060347356747
2023-01-09,pagerank,DynamicTeamAgent,0.1777090401340045
2023-01-09,pagerank,TruthfulReporterAgent,0.05412753434087156
2023-01-09,pagerank,PersuaderAgent,0.05412753434087156
2023-01-09,pagerank,FreeRiderAgent,0.05412753434087156
2023-01-09,pagerank,ContrarianAgent,0.05412753434087156
2023-01-09,pagerank,SocialGraphAgent,0.17783553593936166
2023-01-16,pagerank,MomentumAgent,0.04992867679919748
2023-01-16,pagerank,MeanReversionAgent,0.04993166357002923
2023-01-16,pagerank,LowVolatilityAgent,0.05003400235112651
2023-01-16,pagerank,DrawdownBuyerAgent,0.04992867679919748
