date,ticker,open,high,low,close,volume
2023-02-24,AAPL,133.72,135.6,133.65,135.41,5312979
2023-02-27,AAPL,135.87,137.66,134.58,136.33,4780466
2023-02-28,AAPL,136.75,137.38,133.46,134.08,50310741
2023-03-01,AAPL,134.99,136.66,134.2,135.5,7710771
2023-03-02,AAPL,134.87,137.69,134.28,137.4,9219610
2023-03-03,AAPL,135.86,144.06,133.89,143.17,7185895
2023-03-06,AAPL,143.23,147.45,142.31,146.03,12064996
2023-03-07,AAPL,146.22,146.28,143.32,144.16,23318902
2023-03-08,AAPL,142.41,146.1,141.56,145.86,13040820
2023-03-09,AAPL,145.76,146.42,142.71,143.83,5177674
2023-03-10,AAPL,143.42,144.26,140.74,143.01,10662481
2023-03-13,AAPL,143.8,146.54,138.52,139.81,4485154
2023-03-14,AAPL,140.88,141.77,138.09,138.65,12592164
2023-03-15,AAPL,138.6,142.64,135.12,136.38,7931433
2023-03-16,AAPL,137.72,139.49,132.84,133.37,9424594
2023-03-17,AAPL,132.22,138.3,132.2,136.87,5713378
2023-03-20,AAPL,137.04,138.8,136.95,138.06,7471518
2023-03-21,AAPL,138.61,140.58,136.85,138.39,23204691
2023-03-22,AAPL,138.26,138.99,133.24,133.57,6714535
2023-03-23,AAPL,133.18,133.89,132.1,133.12,10434800
2023-03-24,AAPL,133.84,134.21,130.54,131.51,11796730
2023-03-27,AAPL,131.06,131.95,128.88,129.59,8802922
2023-03-28,AAPL,130.58,131.28,129.27,129.91,8113284
2023-03-29,AAPL,130.77,131.74,128.5,129.45,15989862
2023-03-30,AAPL,129.98,130.34,129.16,129.54,8380646
2023-03-31,AAPL,130.0,130.96,127.37,129.81,5650712
2023-04-03,AAPL,130.71,131.65,126.31,127.02,11789919
2023-04-04,AAPL,126.34,127.12,125.57,127.04,13781034
2023-04-05,AAPL,126.41,127.11,125.94,126.74,6895116
2023-04-06,AAPL,126.93,127.21,124.34,124.91,7188785
2023-04-07,AAPL,123.83,127.07,123.03,125.48,8072298
2023-04-10,AAPL,126.59,127.57,126.04,126.22,8810393
2023-04-11,AAPL,126.21,126.54,123.63,123.99,6124122
2023-04-12,AAPL,125.13,125.32,124.68,125.19,12122390
2023-04-13,AAPL,125.36,125.38,124.22,124.33,6275386
2023-04-14,AAPL,124.7,126.33,123.36,124.43,23416046
2023-04-17,AAPL,125.08,125.29,120.34,122.76,6176521
2023-04-18,AAPL,122.32,124.65,120.37,120.94,6314696
2023-04-19,AAPL,121.19,123.36,120.16,121.31,6854345
2023-04-20,AAPL,121.67,123.12,117.43,119.39,15108197
2023-04-21,AAPL,118.17,119.87,118.05,118.43,15510338
2023-04-24,AAPL,118.0,118.01,115.02,115.07,7256952
2023-04-25,AAPL,114.33,116.55,114.21,116.4,11200819
2023-04-26,AAPL,115.62,119.56,114.29,117.93,10319452
2023-04-27,AAPL,119.03,119.15,115.15,116.39,9160243
2023-04-28,AAPL,117.61,121.01,116.58,120.74,11880621
2023-05-01,AAPL,120.04,124.52,118.9,123.76,4027140
2023-05-02,AAPL,122.25,122.54,120.38,121.17,17471135
2023-05-03,AAPL,122.35,123.87,119.51,121.37,8666742
2023-05-04,AAPL,121.35,124.53,121.25,122.25,4940557
2023-05-05,AAPL,122.52,124.82,121.96,123.77,5517050
2023-05-08,AAPL,124.48,125.58,123.11,123.67,6999743
2023-05-09,AAPL,123.59,124.74,121.34,121.95,5183312
2023-05-10,AAPL,121.98,127.1,121.74,126.31,8448102
2023-05-11,AAPL,126.77,127.64,125.25,125.85,6857694
2023-05-12,AAPL,124.11,126.98,122.58,125.27,18629100
2023-05-15,AAPL,125.7,126.05,121.29,124.75,14706626
2023-05-16,AAPL,124.04,126.31,123.81,124.51,6322606
2023-05-17,AAPL,124.03,125.23,119.52,121.36,13213345
2023-05-18,AAPL,122.44,122.53,120.45,121.39,17635171
2023-05-19,AAPL,120.63,122.82,119.68,122.61,4769443
2023-05-22,AAPL,124.01,126.27,123.39,124.7,6630633
2023-05-23,AAPL,124.25,125.22,123.59,123.65,6113881
2023-05-24,AAPL,123.61,124.56,122.6,124.29,6854753
2023-05-25,AAPL,124.67,127.13,124.55,126.03,12461123
2023-05-26,AAPL,126.44,127.19,121.65,122.28,6302981
2023-05-29,AAPL,121.09,121.14,118.08,118.35,5915328
2023-05-30,AAPL,117.17,119.83,115.9,119.75,6627072
2023-05-31,AAPL,119.14,120.31,118.06,119.9,6854381
2023-06-01,AAPL,119.09,122.32,117.54,121.74,2921944
2023-06-02,AAPL,122.17,122.39,119.64,120.04,6771320
2023-06-05,AAPL,119.93,121.53,119.65,120.27,10344041
2023-06-06,AAPL,119.92,120.38,119.0,119.42,7352544
2023-06-07,AAPL,120.91,121.85,119.73,120.08,15256958
2023-06-08,AAPL,118.62,120.33,116.62,119.24,7586029
2023-06-09,AAPL,120.44,120.8,119.09,119.33,12906382
2023-06-12,AAPL,119.49,120.32,113.09,114.62,14867516
2023-06-13,AAPL,114.33,116.01,112.0,115.36,9643935
2023-06-14,AAPL,115.04,116.8,114.18,115.91,6045122
2023-06-15,AAPL,115.58,116.6,115.23,116.1,14173618
2023-06-16,AAPL,115.91,116.94,114.62,115.08,10530487
2023-06-19,AAPL,114.44,117.6,113.04,116.69,10703118
2023-06-20,AAPL,116.14,122.02,114.28,120.67,17421575
2023-06-21,AAPL,120.63,122.44,119.41,122.13,26711063
2023-06-22,AAPL,122.21,123.26,121.68,122.46,9828017
2023-06-23,AAPL,122.81,124.89,119.3,120.76,18200033
2023-06-26,AAPL,120.04,120.18,119.63,119.69,14539595
2023-06-27,AAPL,120.79,120.96,115.64,116.09,5635255
2023-06-28,AAPL,116.66,116.74,111.36,112.67,4961479
2023-06-29,AAPL,113.8,114.06,110.51,112.03,7955830
2023-06-30,AAPL,110.21,111.57,109.99,111.52,12155506
2023-07-03,AAPL,112.27,115.55,111.15,115.27,28289801
2023-07-04,AAPL,115.28,115.45,115.07,115.43,8327199
2023-07-05,AAPL,115.05,115.08,113.72,114.28,6447605
2023-07-06,AAPL,114.1,116.09,111.38,114.54,14522040
2023-07-07,AAPL,113.11,117.51,112.73,117.15,4716698
2023-07-10,AAPL,116.37,118.2,114.57,115.55,15747619
2023-07-11,AAPL,114.76,117.64,114.26,117.09,5127057
2023-07-12,AAPL,116.92,119.03,116.17,118.63,10852635
2023-07-13,AAPL,119.46,120.62,117.25,117.9,11604407
2023-07-14,AAPL,118.13,119.46,116.31,117.29,8176657
2023-07-17,AAPL,118.03,118.77,114.75,116.22,4410580
2023-07-18,AAPL,115.33,119.39,113.17,117.53,19065774
2023-07-19,AAPL,117.47,118.6,117.04,118.02,8736885
2023-07-20,AAPL,118.1,120.57,117.72,120.41,8661292
2023-07-21,AAPL,119.17,122.58,118.37,121.12,9596312
2023-07-24,AAPL,121.13,121.51,120.17,120.76,6260451
2023-07-25,AAPL,120.05,121.67,118.21,121.22,14120243
2023-07-26,AAPL,121.41,123.38,119.59,122.3,14026606
2023-07-27,AAPL,121.36,122.04,118.26,118.29,11217061
2023-07-28,AAPL,118.42,119.23,116.14,116.78,4718504
2023-07-31,AAPL,115.84,116.85,113.8,114.88,5796532
2023-08-01,AAPL,115.22,120.57,114.33,120.37,12177973
2023-08-02,AAPL,120.46,123.23,119.06,119.16,14904488
2023-08-03,AAPL,119.14,121.04,117.03,117.7,20087370
2023-08-04,AAPL,117.3,119.92,116.27,119.24,11755296
2023-08-07,AAPL,118.72,118.98,115.83,115.91,11749279
2023-08-08,AAPL,114.98,116.72,114.35,116.32,11431756
2023-08-09,AAPL,116.9,119.11,116.83,118.62,4208292
2023-08-10,AAPL,118.77,119.88,117.41,119.58,5463086
2023-08-11,AAPL,119.55,122.64,119.52,121.89,9005898
2023-08-14,AAPL,121.51,124.1,121.01,123.99,7307974
2023-08-15,AAPL,124.16,124.69,121.95,123.35,5941229
2023-08-16,AAPL,123.02,124.62,122.76,122.97,14137339
2023-08-17,AAPL,123.17,124.16,119.64,119.73,14352951
2023-08-18,AAPL,120.74,123.24,118.27,118.66,7271868
2023-08-21,AAPL,119.78,122.38,119.33,121.8,7827838
2023-08-22,AAPL,121.13,122.23,118.08,118.9,8748491
2023-08-23,AAPL,120.0,121.08,118.38,119.44,8070330
2023-08-24,AAPL,119.92,121.14,118.96,119.38,9577273
2023-08-25,AAPL,119.58,123.14,118.9,120.48,6997415
2023-08-28,AAPL,120.07,120.76,117.89,119.17,16839315
2023-08-29,AAPL,118.57,119.07,117.4,117.98,11814277
2023-08-30,AAPL,116.91,120.11,115.02,118.46,6744548
2023-08-31,AAPL,118.66,119.02,116.97,117.67,21956900
2023-09-01,AAPL,117.11,118.79,116.34,117.34,8754626
2023-09-04,AAPL,116.97,121.41,116.96,121.17,15169190
2023-09-05,AAPL,120.78,127.28,119.65,126.72,12077456
2023-09-06,AAPL,127.17,131.4,126.49,130.98,14634855
2023-09-07,AAPL,131.38,134.24,129.99,132.96,16551239
2023-09-08,AAPL,132.83,134.74,131.38,134.56,6152560
2023-09-11,AAPL,134.24,135.53,132.7,135.5,9684086
2023-09-12,AAPL,134.39,136.57,133.61,135.66,23522421
2023-09-13,AAPL,135.84,136.14,133.04,134.95,8513102
2023-09-14,AAPL,135.45,135.91,134.9,135.68,9697129
2023-09-15,AAPL,134.84,138.51,133.99,138.35,15214675
2023-09-18,AAPL,137.89,138.35,132.71,134.6,8627043
2023-09-19,AAPL,136.12,137.9,130.67,133.31,10831904
2023-09-20,AAPL,132.49,133.33,131.86,132.15,6894017
2023-09-21,AAPL,132.84,133.62,129.03,129.15,20398800
2023-09-22,AAPL,127.97,128.76,126.65,126.71,9914439
2023-09-25,AAPL,126.97,128.4,124.56,126.2,8563606
2023-09-26,AAPL,126.46,129.31,125.81,128.78,10869473
2023-09-27,AAPL,129.81,130.55,128.98,130.32,8534428
2023-09-28,AAPL,129.79,135.91,129.74,133.74,4667579
2023-09-29,AAPL,133.2,135.11,132.41,134.1,7269640
2023-10-02,AAPL,133.73,136.65,127.74,129.58,12511848
2023-10-03,AAPL,129.91,132.61,129.86,131.46,8871716
2023-10-04,AAPL,132.65,133.69,128.51,128.77,8994273
2023-10-05,AAPL,127.19,129.58,126.41,129.29,5661905
2023-10-06,AAPL,130.69,131.44,128.02,128.69,11497753
2023-10-09,AAPL,129.4,132.04,128.65,131.97,12166544
2023-10-10,AAPL,132.68,133.71,131.43,132.95,6984082
2023-10-11,AAPL,133.11,138.7,132.28,136.15,19407763
2023-10-12,AAPL,135.62,137.28,135.23,136.68,10754928
2023-10-13,AAPL,136.21,138.05,133.59,138.02,19334360
2023-10-16,AAPL,138.05,139.3,137.29,139.15,5608216
2023-10-17,AAPL,137.76,139.05,136.96,138.56,7149593
2023-10-18,AAPL,137.54,144.41,137.26,142.53,14234714
2023-10-19,AAPL,142.14,148.33,142.09,146.9,8221947
2023-10-20,AAPL,147.47,151.41,145.51,149.29,16535846
2023-10-23,AAPL,149.64,150.31,147.31,147.66,6936880
2023-10-24,AAPL,147.64,149.19,145.21,145.93,7521104
2023-10-25,AAPL,143.43,149.53,141.19,148.0,7548818
2023-10-26,AAPL,146.85,148.39,144.46,145.07,10385558
2023-10-27,AAPL,145.49,145.59,143.33,145.0,13912803
2023-10-30,AAPL,143.65,144.32,141.71,143.76,13027848
2023-10-31,AAPL,143.46,143.88,140.24,142.91,10552474
2023-11-01,AAPL,143.79,144.38,143.46,144.07,8134644
2023-11-02,AAPL,144.03,144.98,143.86,143.93,12356441
2023-11-03,AAPL,144.0,146.59,142.59,143.77,10385486
2023-11-06,AAPL,141.27,149.16,141.1,146.41,14631426
2023-11-07,AAPL,146.94,148.34,142.91,143.72,21026920
2023-11-08,AAPL,143.9,145.03,142.63,143.27,9508422
2023-11-09,AAPL,145.34,145.42,144.0,144.27,14257511
2023-11-10,AAPL,145.29,148.03,143.8,147.19,18532642
2023-11-13,AAPL,147.45,148.45,144.12,144.2,10302973
2023-11-14,AAPL,144.57,147.19,143.98,145.09,7961512
2023-11-15,AAPL,146.12,149.29,145.34,147.65,12182703
2023-11-16,AAPL,148.87,149.07,146.75,146.91,8220303
2023-11-17,AAPL,145.95,148.91,143.85,147.01,6069989
2023-11-20,AAPL,145.11,145.94,142.72,144.44,18604365
2023-11-21,AAPL,143.84,150.09,142.57,147.11,7677663
2023-11-22,AAPL,149.13,151.0,138.46,140.54,14078462
2023-11-23,AAPL,141.71,147.51,140.95,146.77,13046585
2023-11-24,AAPL,147.01,148.96,146.93,148.82,6329399
2023-11-27,AAPL,147.31,148.25,146.0,148.12,5407972
2023-11-28,AAPL,149.36,150.59,146.55,148.65,5692541
2023-11-29,AAPL,147.78,151.53,147.05,151.22,5747324
2023-11-30,AAPL,150.01,152.38,149.58,151.56,4338992
2023-12-01,AAPL,151.55,153.58,151.24,152.82,16417578
2023-12-04,AAPL,152.42,153.38,151.68,153.22,9083653
2023-12-05,AAPL,152.57,154.3,150.64,153.38,19527016
2023-12-06,AAPL,152.74,153.73,148.79,150.0,7781600
2023-12-07,AAPL,149.39,153.81,148.27,153.42,23331550
2023-12-08,AAPL,153.71,154.58,149.64,150.2,8175239
2023-12-11,AAPL,150.24,150.43,148.6,149.9,24028119
2023-12-12,AAPL,148.67,148.78,145.0,148.45,6189385
2023-12-13,AAPL,149.94,153.64,149.17,152.88,18490700
2023-12-14,AAPL,152.69,153.49,150.5,151.89,6634707
2023-12-15,AAPL,151.92,152.97,148.28,148.59,4412036
2023-12-18,AAPL,149.34,152.21,148.84,149.53,15439674
2023-12-19,AAPL,151.03,151.6,145.4,146.33,8665878
2023-12-20,AAPL,146.4,148.57,145.18,147.85,9589817
2023-12-21,AAPL,147.75,148.95,143.19,144.14,15498315
2023-12-22,AAPL,144.67,148.47,144.25,147.02,15338766
2023-12-25,AAPL,149.07,149.6,147.19,147.45,7732150
2023-12-26,AAPL,147.31,148.8,146.04,147.85,6238839
2023-12-27,AAPL,146.23,146.89,142.93,144.36,3372615
2023-12-28,AAPL,146.52,146.53,144.33,145.42,9219424
2023-12-29,AAPL,146.23,146.61,144.87,145.22,10270271
2024-01-01,AAPL,146.08,146.31,142.54,143.52,11312619
2024-01-02,AAPL,143.54,143.56,139.87,141.25,11002292
2024-01-03,AAPL,141.94,143.72,140.53,141.23,8927604
2024-01-04,AAPL,140.33,140.72,137.19,137.95,8169047
2024-01-05,AAPL,138.39,138.48,137.53,138.14,9147704
2024-01-08,AAPL,137.36,137.54,131.82,133.27,11640115
2024-01-09,AAPL,134.25,137.26,132.45,136.99,9500931
2024-01-10,AAPL,136.49,136.86,135.73,136.21,9594372
2024-01-11,AAPL,136.21,137.19,134.75,136.65,13623398
2024-01-12,AAPL,134.56,135.69,131.41,133.05,8031288
2024-01-15,AAPL,131.61,132.25,129.4,130.29,6855558
2024-01-16,AAPL,129.86,130.32,122.61,124.26,9650419
2024-01-17,AAPL,124.69,124.83,123.18,124.27,15225118
2024-01-18,AAPL,124.25,125.29,123.46,123.96,5967500
2024-01-19,AAPL,125.23,126.78,121.82,123.62,17227657
2024-01-22,AAPL,123.12,124.35,122.45,123.19,20210329
2024-01-23,AAPL,122.83,127.16,122.16,124.74,12409128
2024-01-24,AAPL,125.71,127.48,125.42,125.46,6330956
2024-01-25,AAPL,124.95,128.83,124.79,126.54,7539039
2024-01-26,AAPL,125.52,128.11,124.16,127.0,6612005
2024-01-29,AAPL,127.41,128.77,123.85,124.65,13911431
2024-01-30,AAPL,123.59,125.26,122.64,123.0,7937628
2024-01-31,AAPL,123.41,126.5,121.01,125.98,6651924
2024-02-01,AAPL,126.03,128.44,124.29,128.13,11167586
2024-02-02,AAPL,128.96,129.84,127.98,129.42,5552927
2024-02-05,AAPL,131.01,132.32,124.63,124.88,7845369
2024-02-06,AAPL,125.49,126.59,124.83,125.62,8242343
2024-02-07,AAPL,125.43,128.13,124.88,126.3,12368889
2024-02-08,AAPL,127.19,128.06,125.7,127.85,10637112
2024-02-09,AAPL,127.45,128.12,124.99,126.4,8971578
2024-02-12,AAPL,127.69,127.96,124.17,127.14,11461215
2024-02-13,AAPL,127.72,128.16,121.73,123.16,12030210
2024-02-14,AAPL,122.25,123.13,121.32,122.89,6843189
2024-02-15,AAPL,124.13,124.68,122.79,124.24,10854292
2024-02-16,AAPL,123.79,127.11,123.77,126.96,6241903
2024-02-19,AAPL,126.87,128.97,125.85,128.49,7298239
2024-02-20,AAPL,128.2,132.22,127.74,130.2,9831559
2024-02-21,AAPL,129.09,134.53,127.32,132.43,15684175
2024-02-22,AAPL,134.46,135.15,130.95,131.16,17786485
2024-02-23,AAPL,132.79,137.42,131.56,135.95,11601409
2024-02-26,AAPL,135.5,138.91,135.49,137.9,8230990
2024-02-27,AAPL,138.47,139.66,136.71,136.82,17277031
2024-02-28,AAPL,136.66,137.54,131.8,134.06,8561566
2024-02-29,AAPL,135.27,136.04,132.58,133.81,20467353
2024-03-01,AAPL,134.28,137.08,133.12,136.8,7515716
2024-03-04,AAPL,138.34,141.46,137.74,139.53,5369106
2024-03-05,AAPL,138.05,140.34,137.86,139.93,7204984
2024-03-06,AAPL,140.36,141.03,134.53,135.96,2439935
2024-03-07,AAPL,137.41,139.46,135.38,135.94,6776725
2024-03-08,AAPL,135.13,137.51,134.2,137.14,15434563
2024-03-11,AAPL,136.97,138.05,135.92,136.94,8025098
2024-03-12,AAPL,137.69,138.89,135.84,137.89,7865482
2024-03-13,AAPL,137.27,140.89,136.18,137.89,12379838
2024-03-14,AAPL,137.94,138.58,135.31,137.24,7003540
2024-03-15,AAPL,136.2,139.61,134.54,139.25,10961432
2024-03-18,AAPL,137.9,140.66,136.98,139.21,6171092
2024-03-19,AAPL,140.16,141.45,139.68,139.76,10777459
2024-03-20,AAPL,139.9,142.02,138.86,141.55,9237342
2024-03-21,AAPL,139.07,139.61,137.74,138.87,3068441
2024-03-22,AAPL,139.38,141.96,136.37,136.39,6403777
2024-03-25,AAPL,137.52,138.32,135.01,135.99,7151018
2024-03-26,AAPL,136.09,138.08,133.32,133.7,7932199
2024-03-27,AAPL,132.45,134.11,132.36,133.05,8192945
2024-03-28,AAPL,133.29,141.69,132.78,140.74,14898939
2024-03-29,AAPL,139.53,142.25,138.69,141.08,20645005
2024-04-01,AAPL,140.7,145.53,140.61,143.87,13042817
2024-04-02,AAPL,143.14,146.02,141.81,145.18,7643384
2024-04-03,AAPL,144.34,144.89,141.5,144.17,5496434
2024-04-04,AAPL,145.39,145.5,143.7,144.29,5509161
2024-04-05,AAPL,144.12,146.74,142.58,145.45,28496836
2024-04-08,AAPL,145.73,147.27,145.27,147.02,10348143
2024-04-09,AAPL,147.17,148.91,144.96,146.29,14841611
2024-04-10,AAPL,146.18,152.67,145.38,149.81,15928930
2024-04-11,AAPL,148.91,150.48,147.78,149.8,11364785
2024-04-12,AAPL,149.47,149.99,147.97,149.21,18382672
2024-04-15,AAPL,150.29,152.35,147.06,148.39,7317438
2024-04-16,AAPL,148.37,150.74,147.94,149.52,5227439
2024-04-17,AAPL,149.11,153.05,148.73,152.77,7908848
2024-04-18,AAPL,152.34,155.65,150.49,154.44,9406117
2024-04-19,AAPL,153.51,160.86,152.8,159.88,9634026
2024-04-22,AAPL,160.35,161.87,158.75,160.95,10685715
2024-04-23,AAPL,161.6,164.36,160.11,160.3,5731350
2024-04-24,AAPL,160.19,166.75,158.97,163.55,6983790
2024-04-25,AAPL,163.88,164.16,162.3,163.35,7304718
2024-04-26,AAPL,163.09,166.01,162.19,164.91,5833061
2024-04-29,AAPL,164.38,169.42,163.84,168.19,20321350
2024-04-30,AAPL,167.84,167.87,167.12,167.57,12736390
2024-05-01,AAPL,166.52,168.12,161.37,162.76,19187623
2024-05-02,AAPL,162.59,162.7,160.81,162.51,5854323
2024-05-03,AAPL,163.46,164.2,162.98,163.26,13942757
2024-05-06,AAPL,163.93,164.89,152.82,155.38,11184519
2024-05-07,AAPL,155.25,160.64,153.0,159.27,16057900
2024-05-08,AAPL,159.98,164.14,157.68,164.03,7954687
2024-05-09,AAPL,166.17,166.43,161.42,161.6,11389112
2024-05-10,AAPL,163.24,164.16,161.5,161.78,6362221
2024-05-13,AAPL,161.19,161.24,157.38,157.99,6507139
2024-05-14,AAPL,157.91,160.05,153.0,154.05,9221957
2024-05-15,AAPL,153.76,154.8,149.63,150.06,16243488
2024-05-16,AAPL,150.17,150.38,144.17,145.05,9780864
2024-05-17,AAPL,144.77,145.81,141.75,143.14,8971740
2024-05-20,AAPL,143.08,149.03,141.14,148.09,3947476
2024-05-21,AAPL,148.32,149.0,141.87,143.91,13293253
2024-05-22,AAPL,144.04,146.13,141.56,142.71,7874665
2024-05-23,AAPL,140.87,141.78,140.21,140.47,5698817
2024-05-24,AAPL,140.54,140.82,139.37,140.19,9586770
2024-05-27,AAPL,139.27,143.15,139.15,141.36,8961806
2024-05-28,AAPL,141.55,144.44,141.19,143.21,6745614
2024-05-29,AAPL,142.22,144.33,142.18,144.19,8091683
2024-05-30,AAPL,142.56,144.62,142.44,143.91,9548889
2024-05-31,AAPL,145.0,146.13,140.06,141.29,10769595
2024-06-03,AAPL,142.8,144.33,138.54,139.7,13939847
2024-06-04,AAPL,140.87,141.18,137.7,138.06,9990496
2024-06-05,AAPL,138.73,139.73,135.61,137.78,15981671
2024-06-06,AAPL,138.63,140.04,132.39,133.7,7386271
2024-06-07,AAPL,133.53,133.9,130.17,131.09,16024653
2024-06-10,AAPL,130.65,134.68,128.67,134.43,6183274
2024-06-11,AAPL,135.73,138.33,135.01,136.81,8781145
2024-06-12,AAPL,136.14,138.07,135.56,137.55,8828507
2024-06-13,AAPL,137.55,139.49,137.42,138.95,8539701
2024-06-14,AAPL,138.73,140.73,137.37,138.07,7779742
2024-06-17,AAPL,137.79,141.33,137.34,139.85,8467230
2024-06-18,AAPL,138.53,142.46,137.04,141.03,9476488
2024-06-19,AAPL,142.92,146.31,142.27,145.47,3951176
2024-06-20,AAPL,144.79,145.6,143.89,144.1,7185381
2024-06-21,AAPL,144.75,146.15,138.72,139.02,22597214
2024-06-24,AAPL,136.91,137.26,135.41,136.77,21450453
2024-06-25,AAPL,137.18,137.75,133.66,133.79,29208038
2024-06-26,AAPL,133.99,134.56,128.94,130.22,9286686
2024-06-27,AAPL,129.91,131.3,129.51,130.98,11754037
2024-06-28,AAPL,131.28,131.32,128.84,130.16,8682958
2024-07-01,AAPL,131.14,132.21,125.31,126.05,6796731
2024-07-02,AAPL,124.44,132.86,123.25,129.21,9825165
2024-07-03,AAPL,129.43,130.04,128.38,129.13,11410242
2024-07-04,AAPL,128.98,129.56,128.75,129.38,14800870
2024-07-05,AAPL,127.1,131.58,126.88,130.81,8811612
2024-07-08,AAPL,131.69,132.82,129.04,129.94,10672421
2024-07-09,AAPL,128.87,129.59,126.72,127.72,13645307
2024-07-10,AAPL,128.27,129.54,127.53,128.94,10792533
2024-07-11,AAPL,129.52,132.24,128.7,130.84,10408691
2024-07-12,AAPL,130.82,134.47,130.63,133.41,6355262
2024-07-15,AAPL,133.29,134.24,131.47,131.83,3789987
2024-07-16,AAPL,131.84,133.36,131.05,132.39,13550128
2024-07-17,AAPL,131.78,132.69,127.51,128.6,12906784
2024-07-18,AAPL,128.4,130.71,127.47,128.2,5087686
2024-07-19,AAPL,128.41,129.98,126.87,128.38,2283499
2024-07-22,AAPL,129.77,131.22,128.61,128.85,7122459
2024-07-23,AAPL,128.1,131.33,127.52,130.77,14318950
2024-07-24,AAPL,131.08,137.94,131.05,137.31,4008452
2024-07-25,AAPL,136.97,137.62,135.46,135.64,6137395
2024-07-26,AAPL,135.64,138.44,135.24,138.43,9528861
2024-07-29,AAPL,137.71,141.36,137.33,140.53,4849363
2024-07-30,AAPL,140.13,141.23,138.18,138.51,9694947
2024-07-31,AAPL,138.39,141.17,138.26,140.68,10013182
2024-08-01,AAPL,138.62,139.21,136.84,139.04,13481068
2024-08-02,AAPL,140.07,141.41,139.82,141.3,6729804
2024-08-05,AAPL,141.82,143.35,140.15,140.33,7256548
2024-08-06,AAPL,140.84,142.67,137.27,140.17,6936156
2024-08-07,AAPL,139.74,139.93,136.37,136.93,17083273
2024-08-08,AAPL,137.17,138.35,135.77,137.58,14183647
2024-08-09,AAPL,138.13,139.46,135.31,137.23,12839672
2024-08-12,AAPL,136.49,139.08,135.1,138.0,5203097
2024-08-13,AAPL,137.26,142.74,136.85,141.92,11657197
2024-08-14,AAPL,141.79,141.84,139.1,140.37,12402032
2024-08-15,AAPL,140.18,141.43,135.71,138.91,8154149
2024-08-16,AAPL,139.57,144.81,139.24,144.79,8976401
2024-08-19,AAPL,143.76,147.51,142.83,146.04,12276330
2024-08-20,AAPL,146.06,147.92,145.28,147.03,7577407
2024-08-21,AAPL,147.12,149.17,143.72,145.34,4591023
2024-08-22,AAPL,145.39,145.83,145.07,145.61,8036940
2024-08-23,AAPL,144.21,150.46,144.07,149.34,4242083
2024-08-26,AAPL,150.83,150.86,148.39,148.7,5040046
2024-08-27,AAPL,148.36,148.79,145.18,146.88,11420961
2024-08-28,AAPL,147.1,147.75,142.3,143.77,18096757
2024-08-29,AAPL,143.07,144.69,140.68,140.98,10961078
2024-08-30,AAPL,140.91,143.73,140.72,143.32,6102357
2024-09-02,AAPL,141.94,148.79,139.35,148.55,8913343
