message_id,timestamp,sender_id,channel,receiver_ids,tickers,horizon,claim_type,direction,confidence,evidence,position_intent,natural_language,expires_at
7086bc86-6e45-45cd-a5f1-f5382a9ff3dc,2023-05-15,TruthfulReporterAgent,private,"['PersuaderAgent', 'SocialGraphAgent']",['NVDA'],medium,trend,bullish,0.8,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': 0.21207167938007032, 'quality': 1.0}, {'type': 'volatility', 'value': 0.024858119062381674, 'quality': 0.9751418809376183}]",increase,TruthfulReporterAgent reports a bullish signal on NVDA.,2023-06-04
d09c378b-a6d5-4dfc-ac5f-b3fc5957ac7b,2023-05-15,PersuaderAgent,moments,[],['AAPL'],medium,trend,neutral,0.8,"[{'type': 'target_weight', 'quality': 0.1}, {'type': 'recent_return', 'value': 0.01621049201694369, 'quality': 0.08105246008471845}, {'type': 'volatility', 'value': 0.01777390231773806, 'quality': 0.982226097682262}]",increase,PersuaderAgent strongly recommends increasing exposure to AAPL.,2023-06-04
ec6321c7-d017-407e-b1fb-b7fc0ae0b49d,2023-05-15,ContrarianAgent,private,"['PersuaderAgent', 'SocialGraphAgent']",['AAPL'],medium,trend,neutral,0.45,"[{'type': 'target_weight', 'quality': 0.1}, {'type': 'recent_return', 'value': 0.01621049201694369, 'quality': 0.08105246008471845}, {'type': 'volatility', 'value': 0.01777390231773806, 'quality': 0.982226097682262}]",hold,ContrarianAgent reports a neutral signal on AAPL.,2023-06-04
c437624d-c50b-46e6-bbff-5ef8a1a897a3,2023-05-15,SocialGraphAgent,moments,[],['NVDA'],medium,trend,bullish,0.8,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': 0.21207167938007032, 'quality': 1.0}, {'type': 'volatility', 'value': 0.024858119062381674, 'quality': 0.9751418809376183}]",increase,SocialGraphAgent reports a bullish signal on NVDA.,2023-06-04
04951456-1126-4776-a44e-a19d61f0f389,2023-05-22,TruthfulReporterAgent,moments,[],['TSLA'],medium,trend,bullish,0.8,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': 0.1728068726251446, 'quality': 0.864034363125723}, {'type': 'volatility', 'value': 0.036860670279423406, 'quality': 0.9631393297205766}]",increase,TruthfulReporterAgent reports a bullish signal on TSLA.,2023-06-11
22f18110-7a41-411a-8bca-ed7f5b447931,2023-05-22,PersuaderAgent,private,"['TruthfulReporterAgent', 'ContrarianAgent', 'SocialGraphAgent']",['AAPL'],medium,trend,neutral,0.8,"[{'type': 'target_weight', 'quality': 0.1}, {'type': 'recent_return', 'value': 0.08368818979751458, 'quality': 0.4184409489875729}, {'type': 'volatility', 'value': 0.01679690498200452, 'quality': 0.9832030950179955}]",increase,PersuaderAgent strongly recommends increasing exposure to AAPL.,2023-06-11
9b4013aa-2615-41f2-9db6-1594e83b1a10,2023-05-22,ContrarianAgent,public,[],['AAPL'],medium,trend,neutral,0.45,"[{'type': 'target_weight', 'quality': 0.1}, {'type': 'recent_return', 'value': 0.08368818979751458, 'quality': 0.4184409489875729}, {'type': 'volatility', 'value': 0.01679690498200452, 'quality': 0.9832030950179955}]",hold,ContrarianAgent reports a neutral signal on AAPL.,2023-06-11
a6d9ebc7-cccd-4006-a2c5-a7858e13211f,2023-05-22,SocialGraphAgent,public,[],['AMZN'],medium,trend,bullish,0.7944637176405602,"[{'type': 'target_weight', 'quality': 0.3444637176405603}, {'type': 'recent_return', 'value': 0.11480609843446232, 'quality': 0.5740304921723116}, {'type': 'volatility', 'value': 0.028075975339070337, 'quality': 0.9719240246609296}]",increase,SocialGraphAgent reports a bullish signal on AMZN.,2023-06-11
a147f5fb-c864-450b-8c31-76a502754071,2023-05-29,TruthfulReporterAgent,public,[],['AMZN'],medium,trend,bullish,0.8,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': 0.039466887075110924, 'quality': 0.19733443537555462}, {'type': 'volatility', 'value': 0.026943964506290455, 'quality': 0.9730560354937096}]",increase,TruthfulReporterAgent reports a bullish signal on AMZN.,2023-06-18
ab94b804-9c96-46a1-b575-5311ad8d64c4,2023-05-29,PersuaderAgent,public,[],['NVDA'],medium,trend,bullish,0.9500000000000001,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': -0.11737062937062936, 'quality': 0.5868531468531468}, {'type': 'volatility', 'value': 0.031226602501928446, 'quality': 0.9687733974980716}]",increase,PersuaderAgent strongly recommends increasing exposure to NVDA.,2023-06-18
d459aea9-fc85-4559-825b-0fffa89755fa,2023-05-29,ContrarianAgent,moments,[],['AAPL'],medium,trend,neutral,0.45,"[{'type': 'target_weight', 'quality': 0.1}, {'type': 'recent_return', 'value': -0.04371363930187466, 'quality': 0.2185681965093733}, {'type': 'volatility', 'value': 0.016750718570995696, 'quality': 0.9832492814290043}]",hold,ContrarianAgent reports a neutral signal on AAPL.,2023-06-18
8c23729b-2858-46a2-9271-0c95ee70bbea,2023-05-29,SocialGraphAgent,private,"['TruthfulReporterAgent', 'PersuaderAgent', 'FreeRiderAgent', 'ContrarianAgent']",['AMZN'],medium,trend,bullish,0.7726921457007189,"[{'type': 'target_weight', 'quality': 0.32269214570071886}, {'type': 'recent_return', 'value': 0.039466887075110924, 'quality': 0.19733443537555462}, {'type': 'volatility', 'value': 0.026943964506290455, 'quality': 0.9730560354937096}]",increase,SocialGraphAgent reports a bullish signal on AMZN.,2023-06-18
b29f415f-dd26-455d-9bb9-05f4f16895c7,2023-06-05,TruthfulReporterAgent,private,"['PersuaderAgent', 'SocialGraphAgent']",['AMZN'],medium,trend,bullish,0.8,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': 0.08412218210207878, 'quality': 0.4206109105103939}, {'type': 'volatility', 'value': 0.02818672170646563, 'quality': 0.9718132782935344}]",increase,TruthfulReporterAgent reports a bullish signal on AMZN.,2023-06-25
3dbbd0f4-f2c7-4090-aeb4-fffaa25aa4f8,2023-06-05,PersuaderAgent,moments,[],['TSLA'],medium,trend,bullish,0.9460279027977837,"[{'type': 'target_weight', 'quality': 0.3460279027977837}, {'type': 'recent_return', 'value': -0.1308093402856496, 'quality': 0.6540467014282481}, {'type': 'volatility', 'value': 0.0367345910635994, 'quality': 0.9632654089364006}]",increase,PersuaderAgent strongly recommends increasing exposure to TSLA.,2023-06-25
8bd74b28-df61-4bff-848a-ce95ac0af50c,2023-06-05,ContrarianAgent,private,"['PersuaderAgent', 'SocialGraphAgent']",['AAPL'],medium,trend,neutral,0.45,"[{'type': 'target_weight', 'quality': 0.1}, {'type': 'recent_return', 'value': -0.027492520417239485, 'quality': 0.13746260208619743}, {'type': 'volatility', 'value': 0.01672482407532947, 'quality': 0.9832751759246705}]",hold,ContrarianAgent reports a neutral signal on AAPL.,2023-06-25
2ee94f1f-bb26-4d26-ab09-f6f990e30a36,2023-06-05,SocialGraphAgent,moments,[],['AMZN'],medium,trend,bullish,0.7758396523251787,"[{'type': 'target_weight', 'quality': 0.3258396523251787}, {'type': 'recent_return', 'value': 0.08412218210207878, 'quality': 0.4206109105103939}, {'type': 'volatility', 'value': 0.02818672170646563, 'quality': 0.9718132782935344}]",increase,SocialGraphAgent reports a bullish signal on AMZN.,2023-06-25
b21a80d7-9052-4fc2-ba42-7e72ba9e67fc,2023-06-12,TruthfulReporterAgent,moments,[],['AMZN'],medium,trend,bullish,0.8,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': 0.15088062622309195, 'quality': 0.7544031311154598}, {'type': 'volatility', 'value': 0.028039100758497023, 'quality': 0.971960899241503}]",increase,TruthfulReporterAgent reports a bullish signal on AMZN.,2023-07-02
856eeec5-f3b3-4eb0-ad4b-1140b24c2887,2023-06-12,PersuaderAgent,private,"['TruthfulReporterAgent', 'ContrarianAgent', 'SocialGraphAgent']",['AAPL'],medium,trend,bullish,0.9158651724887136,"[{'type': 'target_weight', 'quality': 0.31586517248871354}, {'type': 'recent_return', 'value': -0.08120240480961916, 'quality': 0.4060120240480958}, {'type': 'volatility', 'value': 0.01650458687635565, 'quality': 0.9834954131236443}]",increase,PersuaderAgent strongly recommends increasing exposure to AAPL.,2023-07-02
8461cb8c-1711-4086-8fcf-986f2e0fd5b4,2023-06-12,ContrarianAgent,public,[],['AAPL'],medium,trend,neutral,0.45,"[{'type': 'target_weight', 'quality': 0.1}, {'type': 'recent_return', 'value': -0.08120240480961916, 'quality': 0.4060120240480958}, {'type': 'volatility', 'value': 0.01650458687635565, 'quality': 0.9834954131236443}]",hold,ContrarianAgent reports a neutral signal on AAPL.,2023-07-02
4bd98c26-9b59-47f8-89e6-dcebe2d5de0f,2023-06-12,SocialGraphAgent,public,[],['AMZN'],medium,trend,bullish,0.7776369352859551,"[{'type': 'target_weight', 'quality': 0.32763693528595517}, {'type': 'recent_return', 'value': 0.15088062622309195, 'quality': 0.7544031311154598}, {'type': 'volatility', 'value': 0.028039100758497023, 'quality': 0.971960899241503}]",increase,SocialGraphAgent reports a bullish signal on AMZN.,2023-07-02
cdfee7a0-849c-45c7-b375-d6b508661edf,2023-06-19,TruthfulReporterAgent,public,[],['AMZN'],medium,trend,bullish,0.8,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': 0.046626893070215614, 'quality': 0.23313446535107807}, {'type': 'volatility', 'value': 0.024800683155539533, 'quality': 0.9751993168444605}]",increase,TruthfulReporterAgent reports a bullish signal on AMZN.,2023-07-09
22578ad7-334c-4c31-9d93-1d25c46aae08,2023-06-19,PersuaderAgent,public,[],['MSFT'],medium,trend,bullish,0.9500000000000001,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': -0.08804391129210742, 'quality': 0.4402195564605371}, {'type': 'volatility', 'value': 0.01799855502209341, 'quality': 0.9820014449779066}]",increase,PersuaderAgent strongly recommends increasing exposure to MSFT.,2023-07-09
07a56f2c-73b4-4a4a-ab67-8c634fac4cc0,2023-06-19,ContrarianAgent,moments,[],['MSFT'],medium,trend,bullish,0.7039356389036777,"[{'type': 'target_weight', 'quality': 0.25393563890367776}, {'type': 'recent_return', 'value': -0.08804391129210742, 'quality': 0.4402195564605371}, {'type': 'volatility', 'value': 0.01799855502209341, 'quality': 0.9820014449779066}]",increase,ContrarianAgent reports a bullish signal on MSFT.,2023-07-09
d9dfa414-6883-4dc8-981a-6f97abdf302c,2023-06-19,SocialGraphAgent,private,"['TruthfulReporterAgent', 'PersuaderAgent', 'FreeRiderAgent', 'ContrarianAgent']",['AMZN'],medium,trend,bullish,0.6531980048460129,"[{'type': 'target_weight', 'quality': 0.20319800484601291}, {'type': 'recent_return', 'value': 0.046626893070215614, 'quality': 0.23313446535107807}, {'type': 'volatility', 'value': 0.024800683155539533, 'quality': 0.9751993168444605}]",increase,SocialGraphAgent reports a bullish signal on AMZN.,2023-07-09
120b13aa-a20a-495b-b3dc-507823890a03,2023-06-26,TruthfulReporterAgent,private,"['PersuaderAgent', 'SocialGraphAgent']",['AMZN'],medium,trend,bullish,0.8,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': 0.1355730046715038, 'quality': 0.677865023357519}, {'type': 'volatility', 'value': 0.02230511131723184, 'quality': 0.9776948886827681}]",increase,TruthfulReporterAgent reports a bullish signal on AMZN.,2023-07-16
75a339b5-1cc7-4f6f-80f8-716d29ac0779,2023-06-26,PersuaderAgent,moments,[],['GOOGL'],medium,trend,bullish,0.9500000000000001,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': -0.08180428134556583, 'quality': 0.40902140672782916}, {'type': 'volatility', 'value': 0.01641472302901863, 'quality': 0.9835852769709814}]",increase,PersuaderAgent strongly recommends increasing exposure to GOOGL.,2023-07-16
b9ee704f-eef2-48c9-a0f9-0007f50f34d5,2023-06-26,ContrarianAgent,private,"['PersuaderAgent', 'SocialGraphAgent']",['MSFT'],medium,trend,bullish,0.6807567112127274,"[{'type': 'target_weight', 'quality': 0.23075671121272737}, {'type': 'recent_return', 'value': -0.06608192505510646, 'quality': 0.3304096252755323}, {'type': 'volatility', 'value': 0.015788761294844595, 'quality': 0.9842112387051554}]",increase,ContrarianAgent reports a bullish signal on MSFT.,2023-07-16
e322be74-2d27-45fb-a01d-0a472be7a82e,2023-06-26,SocialGraphAgent,moments,[],['AMZN'],medium,trend,bullish,0.6921896999741846,"[{'type': 'target_weight', 'quality': 0.24218969997418457}, {'type': 'recent_return', 'value': 0.1355730046715038, 'quality': 0.677865023357519}, {'type': 'volatility', 'value': 0.02230511131723184, 'quality': 0.9776948886827681}]",increase,SocialGraphAgent reports a bullish signal on AMZN.,2023-07-16
7a16de7c-8f0f-41d0-8579-ca67e048d865,2023-07-03,TruthfulReporterAgent,moments,[],['NVDA'],medium,trend,bullish,0.7797107283728004,"[{'type': 'target_weight', 'quality': 0.32971072837280035}, {'type': 'recent_return', 'value': 0.09348086124401922, 'quality': 0.4674043062200961}, {'type': 'volatility', 'value': 0.030731489203268115, 'quality': 0.9692685107967319}]",increase,TruthfulReporterAgent reports a bullish signal on NVDA.,2023-07-23
5a61ba3c-6312-420d-bffb-b8549be3143a,2023-07-03,PersuaderAgent,private,"['TruthfulReporterAgent', 'ContrarianAgent', 'SocialGraphAgent']",['GOOGL'],medium,trend,bullish,0.9500000000000001,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': -0.12647154120315374, 'quality': 0.6323577060157687}, {'type': 'volatility', 'value': 0.015721405800679412, 'quality': 0.9842785941993206}]",increase,PersuaderAgent strongly recommends increasing exposure to GOOGL.,2023-07-23
abcc6e83-5108-4909-844e-ec6164de2278,2023-07-03,ContrarianAgent,public,[],['GOOGL'],medium,trend,bullish,0.7042540935132727,"[{'type': 'target_weight', 'quality': 0.2542540935132727}, {'type': 'recent_return', 'value': -0.12647154120315374, 'quality': 0.6323577060157687}, {'type': 'volatility', 'value': 0.015721405800679412, 'quality': 0.9842785941993206}]",increase,ContrarianAgent reports a bullish signal on GOOGL.,2023-07-23
da7cb495-f137-46df-a351-195a93ace269,2023-07-03,SocialGraphAgent,public,[],['AMZN'],medium,trend,bullish,0.6641824162227589,"[{'type': 'target_weight', 'quality': 0.21418241622275883}, {'type': 'recent_return', 'value': 0.052389954091277335, 'quality': 0.2619497704563867}, {'type': 'volatility', 'value': 0.019533920482883292, 'quality': 0.9804660795171167}]",increase,SocialGraphAgent reports a bullish signal on AMZN.,2023-07-23
6be7b698-7dda-47c2-8ebe-20e6f909206b,2023-07-10,TruthfulReporterAgent,public,[],['AMZN'],medium,trend,bullish,0.8,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': 0.02474069035878257, 'quality': 0.12370345179391284}, {'type': 'volatility', 'value': 0.019586337990277147, 'quality': 0.9804136620097228}]",increase,TruthfulReporterAgent reports a bullish signal on AMZN.,2023-07-30
7713c0c2-1ac3-488d-9efa-6d4b7b06f023,2023-07-10,PersuaderAgent,public,[],['TSLA'],medium,trend,bullish,0.9500000000000001,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': -0.08222113979542145, 'quality': 0.41110569897710725}, {'type': 'volatility', 'value': 0.030805324451028387, 'quality': 0.9691946755489717}]",increase,PersuaderAgent strongly recommends increasing exposure to TSLA.,2023-07-30
a1668e03-baaf-4029-846c-7061c2fd08d8,2023-07-10,ContrarianAgent,moments,[],['MSFT'],medium,trend,bullish,0.6783971039946803,"[{'type': 'target_weight', 'quality': 0.22839710399468036}, {'type': 'recent_return', 'value': -0.02527231033823807, 'quality': 0.12636155169119034}, {'type': 'volatility', 'value': 0.015159620021862824, 'quality': 0.9848403799781372}]",increase,ContrarianAgent reports a bullish signal on MSFT.,2023-07-30
663e0285-7c3b-4fa9-933b-eecaa4fdb0b1,2023-07-10,SocialGraphAgent,private,"['TruthfulReporterAgent', 'PersuaderAgent', 'FreeRiderAgent', 'ContrarianAgent']",['AMZN'],medium,trend,bullish,0.7197575933066342,"[{'type': 'target_weight', 'quality': 0.2697575933066342}, {'type': 'recent_return', 'value': 0.02474069035878257, 'quality': 0.12370345179391284}, {'type': 'volatility', 'value': 0.019586337990277147, 'quality': 0.9804136620097228}]",increase,SocialGraphAgent reports a bullish signal on AMZN.,2023-07-30
a3ff74e9-7280-4cf7-9f30-39dcf3d93436,2023-07-17,TruthfulReporterAgent,private,"['PersuaderAgent', 'SocialGraphAgent']",['AMZN'],medium,trend,bullish,0.8,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': 0.12338858195211788, 'quality': 0.6169429097605894}, {'type': 'volatility', 'value': 0.020520960931838143, 'quality': 0.9794790390681618}]",increase,TruthfulReporterAgent reports a bullish signal on AMZN.,2023-08-06
c0304622-a233-472b-8f3d-c0ff0fd98fde,2023-07-17,PersuaderAgent,moments,[],['NVDA'],medium,trend,bullish,0.9500000000000001,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': -0.08421666313334752, 'quality': 0.4210833156667376}, {'type': 'volatility', 'value': 0.03493354292541265, 'quality': 0.9650664570745874}]",increase,PersuaderAgent strongly recommends increasing exposure to NVDA.,2023-08-06
ef995267-3c93-4264-9346-5b2363156c6c,2023-07-17,ContrarianAgent,private,"['PersuaderAgent', 'SocialGraphAgent']",['TSLA'],medium,trend,bullish,0.6804999475945779,"[{'type': 'target_weight', 'quality': 0.23049994759457781}, {'type': 'recent_return', 'value': -0.16043997724255632, 'quality': 0.8021998862127816}, {'type': 'volatility', 'value': 0.03030043283595519, 'quality': 0.9696995671640448}]",increase,ContrarianAgent reports a bullish signal on TSLA.,2023-08-06
1c2dac31-c7b5-4946-a5eb-09988eb549ed,2023-07-17,SocialGraphAgent,moments,[],['AMZN'],medium,trend,bullish,0.7227056324905363,"[{'type': 'target_weight', 'quality': 0.27270563249053636}, {'type': 'recent_return', 'value': 0.12338858195211788, 'quality': 0.6169429097605894}, {'type': 'volatility', 'value': 0.020520960931838143, 'quality': 0.9794790390681618}]",increase,SocialGraphAgent reports a bullish signal on AMZN.,2023-08-06
a73d1d30-3e34-4789-a1ac-3d17a6a8c2da,2023-07-24,TruthfulReporterAgent,moments,[],['AMZN'],medium,trend,bullish,0.8,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': 0.09654266958424507, 'quality': 0.48271334792122533}, {'type': 'volatility', 'value': 0.020143041366896867, 'quality': 0.9798569586331032}]",increase,TruthfulReporterAgent reports a bullish signal on AMZN.,2023-08-13
04e6fb63-f1da-45b4-9249-57ccc950c1cc,2023-07-24,PersuaderAgent,private,"['TruthfulReporterAgent', 'ContrarianAgent', 'SocialGraphAgent']",['NVDA'],medium,trend,bullish,0.9500000000000001,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': -0.07560156687185227, 'quality': 0.37800783435926133}, {'type': 'volatility', 'value': 0.03701999845064556, 'quality': 0.9629800015493545}]",increase,PersuaderAgent strongly recommends increasing exposure to NVDA.,2023-08-13
ca399f89-1d87-46e2-8424-4a1a5f83ebca,2023-07-24,ContrarianAgent,public,[],['TSLA'],medium,trend,bullish,0.7029961527054764,"[{'type': 'target_weight', 'quality': 0.2529961527054764}, {'type': 'recent_return', 'value': -0.1696676249558683, 'quality': 0.8483381247793415}, {'type': 'volatility', 'value': 0.028933120386316045, 'quality': 0.971066879613684}]",increase,ContrarianAgent reports a bullish signal on TSLA.,2023-08-13
1d781270-30de-4743-9dde-8063ea1e9728,2023-07-24,SocialGraphAgent,public,[],['AMZN'],medium,trend,bullish,0.6889251117696193,"[{'type': 'target_weight', 'quality': 0.23892511176961928}, {'type': 'recent_return', 'value': 0.09654266958424507, 'quality': 0.48271334792122533}, {'type': 'volatility', 'value': 0.020143041366896867, 'quality': 0.9798569586331032}]",increase,SocialGraphAgent reports a bullish signal on AMZN.,2023-08-13
232cf961-cb39-4b39-aed3-5736cd697b64,2023-07-31,TruthfulReporterAgent,public,[],['AMZN'],medium,trend,bullish,0.8,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': 0.10067573347019088, 'quality': 0.5033786673509544}, {'type': 'volatility', 'value': 0.02084037684364143, 'quality': 0.9791596231563586}]",increase,TruthfulReporterAgent reports a bullish signal on AMZN.,2023-08-20
6cb492cd-8497-45f4-9e11-975afe372f7e,2023-07-31,PersuaderAgent,public,[],['TSLA'],medium,trend,bullish,0.9500000000000001,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': -0.28672408950472805, 'quality': 1.0}, {'type': 'volatility', 'value': 0.02878290454070857, 'quality': 0.9712170954592915}]",increase,PersuaderAgent strongly recommends increasing exposure to TSLA.,2023-08-20
fcd4babd-a38c-4276-8002-b23d7add370c,2023-07-31,ContrarianAgent,moments,[],['TSLA'],medium,trend,bullish,0.739825276379789,"[{'type': 'target_weight', 'quality': 0.289825276379789}, {'type': 'recent_return', 'value': -0.28672408950472805, 'quality': 1.0}, {'type': 'volatility', 'value': 0.02878290454070857, 'quality': 0.9712170954592915}]",increase,ContrarianAgent reports a bullish signal on TSLA.,2023-08-20
5b2e53c7-d5e2-4bf4-acc9-f66351665837,2023-07-31,SocialGraphAgent,private,"['TruthfulReporterAgent', 'PersuaderAgent', 'FreeRiderAgent', 'ContrarianAgent']",['AMZN'],medium,trend,bullish,0.7007075388516186,"[{'type': 'target_weight', 'quality': 0.25070753885161867}, {'type': 'recent_return', 'value': 0.10067573347019088, 'quality': 0.5033786673509544}, {'type': 'volatility', 'value': 0.02084037684364143, 'quality': 0.9791596231563586}]",increase,SocialGraphAgent reports a bullish signal on AMZN.,2023-08-20
3ce1c448-a5f7-42ca-9af3-5f9b885cdfcc,2023-08-07,TruthfulReporterAgent,private,"['PersuaderAgent', 'SocialGraphAgent']",['AMZN'],medium,trend,bullish,0.8,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': 0.0891064465278355, 'quality': 0.4455322326391775}, {'type': 'volatility', 'value': 0.019828327590742684, 'quality': 0.9801716724092573}]",increase,TruthfulReporterAgent reports a bullish signal on AMZN.,2023-08-27
e96825c1-6ec3-45f4-a409-38f2450601a7,2023-08-07,PersuaderAgent,moments,[],['TSLA'],medium,trend,bullish,0.9500000000000001,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': -0.32140961681350166, 'quality': 1.0}, {'type': 'volatility', 'value': 0.031252711461887246, 'quality': 0.9687472885381128}]",increase,PersuaderAgent strongly recommends increasing exposure to TSLA.,2023-08-27
70af7721-c124-4610-9442-147a8e0d3b10,2023-08-07,FreeRiderAgent,private,['SocialGraphAgent'],['AMZN'],medium,trend,bullish,0.8,"[{'type': 'target_weight', 'quality': 0.35}, {'type': 'recent_return', 'value': 0.0891064465278355, 'quality': 0.4455322326391775}, {'type': 'volatility', 'value': 0.019828327590742684, 'quality': 0.9801716724092573}]",increase,FreeRiderAgent reports a bullish signal on AMZN.,2023-08-27
